"","phylum","countgroup","taxon","reads_avg_seq","reads_total_n","perc_reads_human","n_contigs","largest_contig","total_length","GC_perc","N50","N75","L50","L75","busco_perc_C","busco_perc_S","busco_perc_D","busco_perc_F","busco_perc_M","mapped_bases","genome_size_est","co1_length","co1_Class","co1_Order","co1_Species"
"225","Arthropoda","Gamasina","Parasitus sp. 1",142.16,64335354,0.95,26367,19595,26288953,44.13,1020,621,5808,14397,0.6,0.5,0.1,4.8,94.6,5447928317,1361982079,673,"Arachnida","Mesostigmata","Parasitidae sp. BOLD:AAF9099"
"226","Arthropoda","Gamasina","Parasitus crassipes (sp. 2)",139.88,73166689,0.93,176005,20026,181298462,42.4,1096,736,49668,100104,23,22.7,0.3,33.7,43.3,7657708917,1914427229,673,"Arachnida","Mesostigmata","Parasitidae sp. BOLD:AAF9099"
"227","Arthropoda","Gamasina","Epicriopsis sp. 3",148.08,73931351,2.35,9515,15201,6672654,50.19,654,556,3556,6341,0.1,0.1,0,0.6,99.3,1146017084,143252135.5,669,"Arachnida","Mesostigmata","Hypomicrogaster sp. OVRGDHJ13"
"228","Arthropoda","Gamasina","Pergamasus sp. 4",144.65,71838134,0.61,297942,25946,342693236,41.53,1290,828,79175,162666,28.8,28.4,0.4,28.8,42.4,8593628259,2148407065,682,"Arachnida","Mesostigmata","Parasitidae sp. BOLD:AAL8123"
"229","Arthropoda","Gamasina","Pergamasus sp. 5",143.59,66323650,0.21,296416,32602,415256080,41.5,1690,1024,72350,151889,41.2,40.6,0.6,27.4,31.4,8471343387,2117835847,682,"Arachnida","Mesostigmata","Parasitidae sp. BOLD:AAL8123"
"230","Arthropoda","Gamasina","Geholaspis longispinosus (sp. 6 Gaeolaelaps)",146.14,89436527,0.61,18169,33409,13600038,44.38,701,567,6288,11747,0,0,0,0.7,99.3,5120157278,0,648,"Arachnida","Mesostigmata","Ixodes hirsti"
"231","Arthropoda","Gamasina","Epicrius sp. 1",145.66,91203099,0.49,134700,22815,136896357,37.59,1061,709,36796,76415,10.7,10.6,0.1,22.1,67.2,8953284130,1492214022,685,"Arachnida","Trombidiformes","Penthaleidae sp. BOLD:ADF4943"
"232","Arthropoda","Gamasina","Rhodacarus sp.",148.3,72434891,2.36,1463,4321,1089134,54.12,703,564,508,947,0,0,0,0,100,306475494,20431699.6,NA,NA,NA,NA
"233","Arthropoda","Gamasina","Phyotseiulus persimilis",146.84,76305828,0.25,43147,51948,168077062,51.72,6675,3585,7615,16181,78.1,77,1.1,10.2,11.7,8167881075,263480034.7,687,"Arachnida","Mesostigmata","Phytoseiulus persimilis"
"234","Arthropoda","Gamasina","Hypoaspis",147.5,67155728,0.19,56017,125886,408644983,45.9,13560,6756,8211,18904,82.8,81.9,0.9,5.7,11.5,6090140634,609014063.4,656,"Arachnida","Mesostigmata","Stratiolaelaps scimitus"
"235","Arthropoda","Gamasina","Macrocheles robustulus",146.65,98337822,0.73,41174,298060,385494034,40.87,20160,9476,5117,12071,85.9,85.1,0.8,4.3,9.8,13453598336,560566597.3,668,"Arachnida","Mesostigmata","Macrocheles scutatiformis"
"236","Arthropoda","Gamasina","Zercon sp. 1",146.94,74369553,0.49,324438,28592,407094028,38.49,1435,933,88072,176556,21.1,20.7,0.4,26.9,52,9351342676,1168917835,681,"Arachnida","Mesostigmata","Zerconidae sp. BOLD:AAL8123"
"237","Arthropoda","Isopoda","Philoscia muscorum",145.59,67014669,2.87,314164,18132,261362421,33.13,828,622,104239,196166,0.3,0.3,0,0.5,99.2,NA,NA,680,"Malacostraca","Isopoda","Philoscia muscorum"
"238","Arthropoda","Isopoda","Trachelipus rathkii",145.74,69570887,3.33,235561,26374,196456909,34.02,836,625,78438,147040,0.6,0.5,0.1,0.5,98.9,NA,NA,682,"Malacostraca","Isopoda","Porcellio scaber"
"239","Arthropoda","Isopoda","Oniscus asellus",145.71,71852925,2.07,159982,22732,127647931,34.94,763,593,53061,101025,0.3,0.2,0.1,0.1,99.6,NA,NA,671,"Malacostraca","Isopoda","Paracerceis caudata"
"240","Arthropoda","Isopoda","Porcellio scaber",144.94,80433061,4.73,357982,19630,433158172,33.14,1377,890,95822,194304,8.4,8.1,0.3,11.8,79.8,NA,NA,682,"Malacostraca","Isopoda","Trachelipus kytherensis"
"241","Arthropoda","Isopoda","Trichoniscus pusillus aggr.",146.9,69009824,1.88,221219,21120,197474040,31.64,910,654,69546,134033,3.2,3.2,0,11.5,85.3,NA,NA,682,"Malacostraca","Isopoda","Trichoniscus pusillus"
"242","Arthropoda","Isopoda","Porcellio spinicornis",146.18,69127192,1.92,176237,37129,144928411,33.34,814,619,59155,110629,0.2,0.1,0.1,0.4,99.4,NA,NA,683,"Malacostraca","Isopoda","Porcellio spinicornis"
"243","Arthropoda","Isopoda","Ligidium hypnorum",145.9,76586464,0.76,399279,25149,385942932,36.71,1015,713,122495,236186,0.9,0.8,0.1,2.2,96.9,10289059762,5144529881,678,"Malacostraca","Isopoda","Ligidium hypnorum"
"244","Arthropoda","Isopoda","Haplophthalmus danicus",146.96,73543099,2.07,234552,25449,264129718,30.7,1253,806,62836,128954,16.7,16.5,0.2,34.5,48.8,6335338922,6335338922,661,"Malacostraca","Isopoda","Haplophthalmus danicus"
"245","Annelida","Lumbricina","Aporrectodea caliginosa",136.77,2224255,8.15,4012,15028,3755454,41.42,959,619,1052,2304,0,0,0,0.1,99.9,172665842,172665842,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"246","Annelida","Lumbricina","Aporrectodea caliginosa",131.32,1897489,8.55,2892,15166,2911738,41.21,1085,662,729,1606,0,0,0,0.1,99.9,131110037,131110037,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"247","Annelida","Lumbricina","Aporrectodea caliginosa",133.21,2220889,4.53,3544,18615,3412669,41.54,998,642,921,2015,0,0,0,0.2,99.8,151724262,151724262,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"248","Annelida","Lumbricina","Aporrectodea caliginosa",135.98,2670946,8.43,5039,15091,4845016,41.16,994,634,1279,2850,0.1,0.1,0,0.1,99.8,209787000,209787000,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"249","Annelida","Lumbricina","Aporrectodea caliginosa",134.83,2570035,10.17,4012,14229,3724640,41.51,934,621,1068,2319,0,0,0,0.1,99.9,197899414,197899414,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"250","Annelida","Lumbricina","Aporrectodea caliginosa",135.08,2828422,5.98,4771,15495,4606227,41.33,997,635,1200,2698,0,0,0,0.1,99.9,215147338,215147338,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"251","Annelida","Lumbricina","Aporrectodea caliginosa",137.04,2531496,7.6,4644,15119,4259287,41.61,922,616,1246,2696,0.1,0.1,0,0.1,99.8,198504327,198504327,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"252","Annelida","Lumbricina","Aporrectodea caliginosa",134.29,2658645,7.6,4733,15095,4418210,41.2,942,623,1250,2730,0,0,0,0.2,99.8,198422786,198422786,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"253","Annelida","Lumbricina","Aporrectodea caliginosa",136.27,1704336,6.05,2801,15136,2670853,41.61,999,639,742,1599,0,0,0,0.1,99.9,121079518,121079518,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa L3"
"254","Annelida","Lumbricina","Dendrobaena attemsi",147.45,71892068,0.87,229462,43798,618893238,40.18,4074,2084,43189,96456,32.3,32,0.3,37.6,30.1,8554742399,950526933.2,604,"Clitellata","Haplotaxida","Aporrectodea trapezoides"
"255","Annelida","Lumbricina","Aporrectodea caliginosa",136.18,76508,7.32,127,6878,102405,40.34,787,604,42,80,0,0,0,0,100,3290613,3290613,233,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"256","Annelida","Lumbricina","Aporrectodea caliginosa",141.41,262934,17.17,640,7685,574142,41.11,871,631,186,383,0,0,0,0.1,99.9,12811346,12811346,241,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"257","Annelida","Lumbricina","Aporrectodea caliginosa",134.27,13501262,7.01,65827,15120,50710617,40.1,727,587,22785,42317,0.2,0.2,0,1.2,98.6,1254556100,627278050,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"258","Annelida","Lumbricina","Aporrectodea caliginosa",139.33,9621012,4.75,50855,15179,39165629,40.43,719,581,17304,32590,0.3,0.3,0,0.5,99.2,925992367,462996183.5,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"259","Annelida","Lumbricina","Aporrectodea caliginosa",137.12,9754881,7.16,44560,15741,34254144,40.39,714,580,15156,28574,0.1,0.1,0,1.3,98.6,888665929,888665929,682,"Clitellata","Haplotaxida","Aporrectodea caliginosa"
"260","Arthropoda","Mesostigmata","Hypoaspis aculeifer",131.12,2349974,1.06,3363,11472,3030816,47.9,861,595,873,1961,0.1,0.1,0,0.1,99.8,134246160,134246160,681,"Arachnida","Mesostigmata","Gaeolaelaps aculeifer"
"261","Arthropoda","Mesostigmata","Hypoaspis aculeifer",116.11,4224473,0.96,4319,13547,3640939,48.52,785,574,1210,2609,0.1,0.1,0,0.1,99.8,220567604,110283802,681,"Arachnida","Mesostigmata","Gaeolaelaps aculeifer"
"262","Arthropoda","Mesostigmata","Hypoaspis aculeifer",125.27,6623920,0.4,16009,22421,12007367,48.45,647,552,5203,10273,1.1,1.1,0,1,97.9,455922906,227961453,681,"Arachnida","Mesostigmata","Gaeolaelaps aculeifer"
"263","Arthropoda","Mesostigmata","Hypoaspis aculeifer",104.82,3402689,0.55,2248,5166,1929245,49.35,832,611,680,1367,0.1,0.1,0,0,99.9,122763935,61381967.5,460,"Arachnida","Mesostigmata","Cosmolaelaps trifidus"
"264","Arthropoda","Mesostigmata","Hypoaspis aculeifer",99.23,4878020,0.41,2677,6329,2315468,49.21,852,610,801,1616,0.1,0.1,0,0,99.9,172440979,86220489.5,597,"Arachnida","Mesostigmata","Gaeolaelaps aculeifer"
"265","Nematoda","Nematoda","Plectus exinocaudatus Truskova, 1976",147.57,80616980,0.14,80037,76604,159181096,45.94,3819,1369,10161,27626,52,49.7,2.3,8.8,39.2,NA,NA,664,"Chromadorea","Plectida","Plectus frigophilus"
"266","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",134.29,9465495,5.06,54549,16934,49376150,36.94,932,683,17758,33285,5.9,5.8,0.1,5.5,88.6,871921581,435960790.5,602,"Chromadorea","Rhabditida","Acrobeloides varius"
"267","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",137.8,10986763,0.86,75076,21515,103971068,36.18,1626,1030,19596,39835,22.6,22.2,0.4,10.2,67.2,1354914228,270982845.6,334,"Chromadorea","Rhabditida","Acrobeloides varius"
"268","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",134.19,8224033,0.94,71810,16959,81276536,36.32,1239,855,20932,40813,13.2,13,0.2,7.9,78.9,972521217,243130304.3,334,"Chromadorea","Rhabditida","Acrobeloides varius"
"269","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",138.87,9113817,0.06,83014,16969,102703006,36.08,1387,926,23106,45896,19.7,19.1,0.6,9.9,70.4,1161350407,232270081.4,334,"Chromadorea","Rhabditida","Acrobeloides varius"
"270","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",133.45,8308361,0.36,69279,16507,109935003,39.82,1986,1191,16870,34763,18,17.5,0.5,2.8,79.2,997729096,249432274,682,"Collembola","Entomobryomorpha","Folsomia quadrioculata"
"271","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",138.24,8070669,2.66,58978,16957,58241676,36.7,1043,742,18354,34904,6.6,6.5,0.1,5.9,87.5,792409088,396204544,682,"Collembola","Entomobryomorpha","Folsomia quadrioculata"
"272","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",136.7,8686856,1.85,66404,17155,63595833,36.87,1007,711,20617,39445,7.6,7.4,0.2,6.2,86.2,842060561,421030280.5,682,"Collembola","Entomobryomorpha","Folsomia quadrioculata"
"273","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",132.61,12143108,0.25,78182,19728,106408470,36.25,1588,1019,20927,41984,22.1,21.6,0.5,9.4,68.5,1409977661,281995532.2,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"274","Nematoda","Nematoda","Phasmarhabditis papillosa (A. Schneider, 1866)",130.31,31092273,0.34,35217,74709,160337222,36.48,8780,4153,5091,11714,79.6,78.3,1.3,5.2,15.2,NA,NA,661,"Chromadorea","Rhabditida","Caenorhabditis brenneri"
"275","Nematoda","Nematoda","Aphelenchus avenae Bastian, 1865",129.84,32032290,0.17,62058,90511,192263375,49.71,4909,2399,10268,24304,72.1,69.3,2.8,3.8,24.1,NA,NA,632,"Chromadorea","Rhabditida","Uncinaria sanguinis"
"276","Nematoda","Nematoda","Phasmarhabditis papillosa (A. Schneider, 1866)",133.44,55625935,0.4,31209,144660,164152979,36.46,11760,5025,3777,9081,84,82.1,1.9,3.9,12.1,NA,NA,661,"Chromadorea","Rhabditida","Caenorhabditis brenneri"
"277","Nematoda","Nematoda","Poikilolaimus oxycerca (de Man, 1895)",147.02,75348976,0.04,43929,232549,161576369,47.94,9917,3551,3836,10665,79.9,75.6,4.3,2.8,17.3,NA,NA,NA,NA,NA,NA
"278","Nematoda","Nematoda","Panagrolaimus detritophagus Fuchs, 1930",146.21,76904200,0.02,66468,93760,132026485,28.5,3184,1451,10624,26115,53.5,50.5,3,6.3,40.2,NA,NA,NA,NA,NA,NA
"279","Nematoda","Nematoda","Discolaimus major Thorne, 1939",147.86,147036305,3.26,29848,42532,78431942,42.15,4391,2109,4842,11299,60.6,56.4,4.2,3.4,36,17704998413,0,383,"Enoplea","Dorylaimida","Dorylaimoidea environmental sample"
"280","Nematoda","Nematoda","Rotylenchus fallorobustus Sher, 1965",145.5,71006437,5.68,103117,13220,94028291,36.27,926,658,31338,61806,14.4,14.4,0,5.2,80.4,6880925073,0,388,"Chromadorea","Rhabditida","Hoplolaimus columbus"
"281","Nematoda","Nematoda","Prionchulus punctatus (Cobb, 1917)",147.83,73304472,4.24,22434,268651,125572634,38.96,17870,6468,1681,4643,63.4,58,5.4,1.7,34.9,8876604410,4438302205,609,"Enoplea","Mononchida","Prionchulus punctatus"
"282","Nematoda","Nematoda","Anatonchus tridentatus (de Man, 1876)",147.46,68045190,0.38,215656,30110,276869984,34.61,1543,888,49354,109492,22.2,20.2,2,6.2,71.6,7555531227,1888882807,665,"Chromadorea","Rhabditida","Rhabditida sp. 3003ed"
"283","Nematoda","Nematoda","Aporcelaimellus obtusicaudatus (Bastian, 1865)",147.51,91396356,1.56,221490,17589,179790397,41.19,797,614,75131,139957,12.5,12,0.5,5.7,81.8,9226411905,1153301488,565,"Enoplea","Dorylaimida","Mesodorylaimus sp. 2 WJW-2018"
"284","Nematoda","Nematoda","Rotylenchus robustus (de Man, 1876)",144.74,67517376,0.62,94694,39557,167373117,34.01,2635,1202,15411,39494,39.7,39.2,0.5,5.1,55.2,8275322817,1379220470,601,"Chromadorea","Rhabditida","Rotylenchus robustus"
"285","Nematoda","Nematoda","Opisthodorylaimus sylphoides (Williams, 1959)",147.79,75189456,0.84,47539,19040,33723996,43.12,676,571,18044,31694,1.3,1.3,0,0.9,97.8,3312454411,276037867.6,600,"Enoplea","Dorylaimida","Mesodorylaimus sp. 2 WJW-2018"
"286","Nematoda","Nematoda","Aporcelaimellus obtusicaudatus (Bastian, 1865)",147.34,75403409,1.39,154455,15700,125651637,41.26,801,617,52569,97618,10,9.4,0.6,4.5,85.5,6652775798,665277579.8,686,"Clitellata","Enchytraeida","Lumbricillus buelowi"
"287","Nematoda","Nematoda","Truxonchus dolichurus (Ditlevsen, 1911)",146.74,63738504,1.76,293019,39457,450171544,33.85,1996,1087,61465,138883,30.9,29.1,1.8,5.2,63.9,8756795093,2189198773,660,"Insecta","Trombidiformes","Eupodidae sp. BOLD:AAZ6625"
"288","Nematoda","Nematoda","Plectus parietinus Bastian, 1865",146.96,67471773,0.48,81834,112728,193327927,42.86,3835,1763,12723,31426,56,54.7,1.3,6.2,37.8,7916378236,1319396373,654,"Chromadorea","Plectida","Plectus frigophilus"
"289","Nematoda","Nematoda","Mesodorylaimus bastiani (Butschli, 1873)",146.84,64768096,0.59,66105,34317,129561572,45.68,3209,1493,11153,25872,47.4,45.1,2.3,5.7,46.9,6527687343,1631921836,651,"Insecta","Diptera","Chromatomyia milii"
"290","Nematoda","Nematoda","Anatonchus cf. genovi Peneva & al., 1999",147.35,74521983,6.65,182798,14315,159190099,35.29,881,645,58970,112246,8.8,8.4,0.4,3.2,88,7577243222,0,690,"Chromadorea","Rhabditida","Litoditis aff. marina PmI"
"291","Nematoda","Nematoda","Acrobeloides nanus",136.12,6976829,0.17,54140,16934,50895244,36.2,978,714,17468,32720,5.6,5.4,0.2,4.3,90.1,640319445,320159722.5,603,"Chromadorea","Rhabditida","Acrobeloides varius"
"292","Nematoda","Nematoda","Dolichorhabditis dolichura (A. Schneider, 1866)",135.33,5243885,0.24,25885,21681,20195828,46.63,763,609,9256,16704,5.5,5.5,0,3.7,90.8,183624372,91812186,664,"Chromadorea","Rhabditida","Uncinaria sanguinis"
"293","Nematoda","Nematoda","Acrobeloides nanus (de Man, 1880)",135.24,6638854,0.19,53498,17293,50048714,36.28,969,709,17246,32378,5.5,5.4,0.1,4.5,90,671995475,335997737.5,603,"Chromadorea","Rhabditida","Acrobeloides varius"
"294","Nematoda","Nematoda","Poikilolaimus oxycerca (de Man, 1895)",127.98,3881100,0.17,30672,15720,23632261,49.56,728,589,10654,19741,4.5,4.5,0,3.6,91.9,284784799,142392399.5,657,"Chromadorea","Strongylida","Necator americanus"
"295","Nematoda","Nematoda","Poikilolaimus oxycerca (de Man, 1895)",141.01,4947441,0.88,16671,21669,12527305,48.7,696,573,5797,10800,1,1,0,1.2,97.8,188410320,188410320,657,"Chromadorea","Strongylida","Necator americanus"
"296","Nematoda","Nematoda","Dolichorhabditis dolichura (A. Schneider, 1866)",125.78,3008459,0.21,36680,10953,32995671,46.52,922,678,11968,22470,11.1,10.7,0.4,6.2,82.7,265323021,132661510.5,664,"Chromadorea","Rhabditida","Uncinaria sanguinis"
"297","Nematoda","Nematoda","Oscheius dolichura",129.54,9486236,1.63,38592,23453,37833665,46.86,1028,718,11643,22715,15.4,15,0.4,7.1,77.5,344913504,172456752,665,"Aves","Galliformes","Gallus gallus"
"298","Nematoda","Nematoda","Panagrellus redivivus (Linnaeus, 1767)",146.61,102870339,0.43,28463,172374,67884566,44.92,4881,1706,2736,8758,60.5,57.6,2.9,4,35.5,9685241830,9685241830,689,"Chromadorea","Rhabditida","Nematoda sp. RS-2017"
"299","Nematoda","Nematoda","Discolaimus",147.9,88965886,56.33,16834,79798,79174255,42.17,10631,4722,2019,4818,64,59.1,4.9,2.6,33.4,4677041117,4677041117,602,"Enoplea","Dorylaimida","Ecumenicus monohystera"
"300","Nematoda","Nematoda","Plectus velox Bastian, 1865",148.62,70795854,0.26,9985,14521,7402068,47.28,711,577,3604,6522,1,1,0,0.8,98.2,404806838,202403419,660,"Chromadorea","Plectida","Plectus murrayi"
"301","Nematoda","Nematoda","Eudorylaimus altherri Tjepkema & al., 1971",148.69,95015433,0.3,2473,13675,2400426,37.21,1025,678,698,1424,0.2,0.2,0,0,99.8,231542623,115771311.5,610,"Magnoliopsida","Rosales","Broussonetia papyrifera"
"302","Nematoda","Nematoda","Pungentus monohystera Thorne & Swanger, 1939",148.32,75204295,1.98,18472,17004,16819918,44.04,891,633,5233,10920,1,1,0,0.4,98.6,741573391,370786695.5,483,"Eukaryota-undef","Eukaryota-undef","uncultured eukaryote"
"303","Nematoda","Nematoda","Prismatolaimus dolichurus de Man, 1880",147.69,86769852,0.97,29853,49887,143829971,46.13,7894,4298,5536,11662,48.8,46.9,1.9,3.3,47.9,1966687831,196668783.1,679,"Actinopteri","Cyprinodontiformes","Nothobranchius furzeri"
"304","Arthropoda","Oribatida","Hypochthonius rufulus",123.83,1316793,38.98,6542,6140,4812835,28.88,698,577,2383,4292,0.1,0.1,0,0,99.9,104893888,52446944,658,"Arachnida","Sarcoptiformes","Hypochthonius rufulus"
"305","Arthropoda","Oribatida","Acrotritia duplicata",125.49,2828416,2.16,9128,23857,7432018,34.45,751,588,2851,5681,0.3,0.3,0,0.2,99.5,256492685,128246342.5,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"306","Arthropoda","Oribatida","Acrotritia duplicata",106.17,340318,3.69,339,5149,297728,36.72,886,650,109,208,0,0,0,0,100,23189865,23189865,NA,NA,NA,NA
"307","Arthropoda","Oribatida","Acrotritia duplicata",108.8,4738725,4.94,6130,13455,4859262,37.44,741,583,1994,3870,0.2,0.2,0,0.3,99.5,402670457,201335228.5,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"308","Arthropoda","Oribatida","Phthiracarus laevigatus",147.19,69711884,1.12,67240,154792,230763256,29.6,8047,3016,6777,18511,87.6,86.6,1,3.3,9.1,NA,NA,664,"Pilidiophora","Heteronemertea","Carinoma sp. BOLD:ACM5178"
"309","Arthropoda","Oribatida","Acrotritia duplicata",137.94,9692709,1.91,50336,21744,48994344,35.87,1005,700,14682,29403,25.4,24.8,0.6,11.7,62.9,1011549609,505774804.5,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"310","Arthropoda","Oribatida","Acrotritia duplicata",131.61,10923455,2.61,50071,20577,47695575,35.08,976,688,14903,29548,24,23.7,0.3,12.4,63.6,1186029529,593014764.5,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"311","Arthropoda","Oribatida","Acrotritia duplicata",128.38,7598491,1.89,19426,19390,17087895,38.7,841,611,5561,11634,6.8,6.6,0.2,5.6,87.6,799157084,399578542,657,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"312","Arthropoda","Oribatida","Acrotritia duplicata",132.43,15014672,1.62,85773,29674,91292971,32.96,1148,766,24021,48504,36.7,36.2,0.5,13.2,50.1,1767032612,883516306,662,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"313","Arthropoda","Oribatida","Acrotritia duplicata",129.34,14260326,1.87,74001,20991,73459831,32.77,1039,719,21734,43096,26.6,26.3,0.3,13.2,60.2,1586384811,793192405.5,483,"Arachnida","Sarcoptiformes","Euphthiracarus sp. AMUOR021"
"314","Arthropoda","Oribatida","Liebstadia similis",121.54,32157319,NA,20690,72864,90126144,35.21,7748,3784,3276,7419,90.1,88.5,1.6,2.7,7.2,2689620050,2689620050,565,"Arachnida","Sarcoptiformes","Scheloribates pallidulus"
"315","Arthropoda","Oribatida","Minunthozetes semirufus",130.61,29209786,NA,15871,103626,85109683,32.03,13618,6098,1770,4061,90.8,89.3,1.5,1.4,7.8,3258711653,3258711653,672,"Arachnida","Sarcoptiformes","Tegoribates sp. BOLD:AAE1477"
"316","Arthropoda","Oribatida","Nothrus palustris",137.09,33464006,NA,78074,32244,156105908,28.8,2753,1486,16149,35516,85.9,84.6,1.3,4.7,9.4,2745003498,2745003498,665,"Arachnida","Sarcoptiformes","Nothrus sp. BOLD:AAF9127"
"317","Arthropoda","Oribatida","Dissorhina ornata",136.4,26255575,NA,45189,63625,122524533,27.2,4600,2182,7138,16861,88.8,87.2,1.6,2.9,8.3,3054883673,305488367.3,681,"Arachnida","Sarcoptiformes","Oppiidae sp. BOLD:AAM7257"
"318","Arthropoda","Oribatida","Oribatella quadricornuta",137.26,31646182,6.43,56159,106288,120134531,33.04,3436,1564,8503,21629,86.8,85.9,0.9,3.8,9.4,3424335170,3424335170,671,"Arachnida","Sarcoptiformes","Propelops sp. BOLD:AAB0332"
"319","Arthropoda","Oribatida","Eupelops occultus",141.06,41062745,2.2,46886,57682,105149395,31.5,4045,1715,6353,16450,88.9,87.6,1.3,3.3,7.8,3182948145,3182948145,661,"Arachnida","Sarcoptiformes","Eupelops occultus"
"320","Arthropoda","Oribatida","Quadroppia maritalis",136.74,25090206,5.92,10453,197961,73591724,32.14,19133,7334,983,2525,90.6,88.9,1.7,1.1,8.3,2544382726,1272191363,683,"Arachnida","Sarcoptiformes","Peloptulus phaenotus"
"321","Arthropoda","Oribatida","Liebstadia similis",127.31,26590161,18.94,23662,79082,81867180,35.55,5828,2874,4030,9028,91.4,90.1,1.3,1.5,7.1,1619386854,179931872.7,658,"Arachnida","Sarcoptiformes","Eueremaeus sp. BOLD:AAY3113"
"322","Arthropoda","Oribatida","Tectocepheus sarekensis",117.2,13960831,3.6,52883,13231,54120335,33.4,1104,757,15941,30816,44.5,43.9,0.6,15.7,39.8,930999078,465499539,668,"Arachnida","Sarcoptiformes","Tectocepheus sp. BOLD:ABW9787"
"323","Arthropoda","Oribatida","Pantelozetes paolii",127.74,22425824,2.43,13773,282901,86254419,30.46,18229,6429,1162,3139,91.5,90,1.5,0.9,7.6,2626467398,125069876.1,682,"Arachnida","Sarcoptiformes","Peloribates sp. BOLD:ABX5392"
"324","Arthropoda","Oribatida","Achipteria nitens",131.53,35149359,5.04,36629,43937,100618427,29.31,4123,2131,6811,15289,92.4,91,1.4,1.8,5.8,2800610777,2800610777,680,"Arachnida","Sarcoptiformes","Achipteria coleoptrata"
"325","Arthropoda","Oribatida","Carabodes femoralis",131.36,34733695,5.05,68070,57219,102286621,29.76,1868,1072,15204,33518,84.4,83.4,1,4.6,11,NA,NA,690,"Arachnida","Ixodida","Rhipicephalus microplus"
"326","Arthropoda","Oribatida","Conchogneta dalecarlica",128.51,28035936,17.08,52287,20264,56471865,33.03,1182,781,14694,29444,50,49,1,13.7,36.3,909789917,909789917,682,"Arachnida","Sarcoptiformes","Lucoppia burrowsi"
"327","Arthropoda","Oribatida","Hermanniella dolosa",134.09,36283426,5.07,44628,17148,44323014,34.35,1048,706,12754,25712,33.3,33,0.3,12.6,54.1,1160140567,1160140567,681,"Arachnida","Sarcoptiformes","Propelops sp. BOLD:ACF1776"
"328","Arthropoda","Oribatida","Acrogalumna longipluma",126.46,39490076,16.35,23221,18749,23012379,33.1,1021,679,6212,13215,8,7.9,0.1,6.1,85.9,NA,NA,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"329","Arthropoda","Oribatida","Ceratozetes gracilis",129.95,34185795,5.48,37549,121104,121464769,32.48,5431,2493,5667,14040,91.6,90.1,1.5,1.7,6.7,NA,NA,684,"Clitellata","Enchytraeida","Enchytraeus albidus"
"330","Arthropoda","Oribatida","Fuscozetes fuscipes",136.6,39270308,2.39,27734,437264,110055134,32.78,8576,3633,3315,8235,93,90.3,2.7,1.4,5.6,NA,NA,661,"Arachnida","Sarcoptiformes","Phenopelopidae sp. BOLD:ADV2302"
"331","Arthropoda","Oribatida","Eniochthonius minutissimus",132.79,21785746,40.4,4772,8412,3400999,49.06,682,574,1813,3179,0.1,0.1,0,0.1,99.8,NA,NA,603,"Chromadorea","Rhabditida","Phasmarhabditis sp. VP-2016a"
"332","Arthropoda","Oribatida","Euzetes globulus",136.75,18615529,7.59,58128,59910,77644832,34.12,1576,943,13712,29795,70.1,69.1,1,8.6,21.3,NA,NA,685,"Arachnida","Sarcoptiformes","Euzetes globulus"
"333","Arthropoda","Oribatida","Galumna lanceata",134.74,31849897,8.62,47853,51023,126220950,28.2,4321,2029,7731,18454,91.8,90.8,1,2.1,6.1,NA,NA,672,"Arachnida","Sarcoptiformes","Pergalumna sp. BOLD:AAX1496"
"334","Arthropoda","Oribatida","Gustavia microcephala",129.83,35715808,4.1,73414,26614,113810809,29.33,1913,1145,17473,36843,78.1,76.9,1.2,6.1,15.8,NA,NA,661,"Arachnida","Sarcoptiformes","Gustavia microcephala"
